course_name,course_code,description,learning_objectives,level,faculty,url,program
CFD for Aerospace Engineers,AE4202,"CFD for Aerospace Engineers sets the grounds of the essential physical, mathematical, and numerical models for turbulent fluid flows and shows the opportunities and limits of fluid flow simulations in the aerospace industry. This course includes: (1) short survey of history, basic equations and dimensionless numbers, (2) turbulence theory and models for turbulence simulations with DNS, RANS, LES, (3) generation of suitable computational grids, (4) discretization methods, boundary conditions, effect of numerical truncation (5) solvers for large linear systems, error and residuum, (6) visualization, (7) validation and verification, (8) hands-on tutorials with ANSYS CFX and OpenFOAM.","After completion of this course, students (1) know and understand the methods and models used in state-of-the-art CFD software, (2) are able to set-up and run CFD simulations, and (3) can critically analyze and evaluate CFD results.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20642,"['MSc Aerospace Engineering (Master)', 'MSc Sustainable Energy Technology (Master)']"
Knowledge Based Engineering,AE4204,"The course will provide a theoretical and practical introduction to Knowledge Based Engineering (KBE) technology, as a means to address complex engineering problems through design automation/digitalization principles.

Other addressed topics, strictly related to KBE include

- UML/SysMl modelling language (class and activity diagrams)

- object oriented modelling paradigm","The main goals are the following:

- understanding of Knowledge Based Engineering theoretical foundations and programming principles and their application to support complex engineering design problems

- hands-on experience in developing simple but representative KBE applications by means of a provided KBE system

- ability to model product and process knowledge by means of UML/SysMl",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20753,['MSc Aerospace Engineering (Master)']
MDO for Aerospace Applications,AE4205,"The course will introduce students to multidisciplinary design optimization (MDO), as a modern methodology to support complex product development.

Main topics:

- What and why MDO

- Parameterization techniques

- Numerical optimisation methods (focus on gradient based methods)

- Decomposition and coordination of complex computational systems

- the eXtended Design Structure Matrix (XDSM)

- MDO architectures

- Intro to surrogate modeling, discreteenmixed integer problems, genetic

algorithms and Multi Objective Optimisation","The main goals are the following:

- understanding of Multidisciplinary Design Optimization (MDO) methods and architectures

- hands-on experience in setting up and solving MDO problems",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20754,"['MSc Aerospace Engineering (Master)', 'MSc Sustainable Energy Technology (Master)']"
Turbomachinery,AE4206-24,"This course educates aerospace students to apply theoretical knowledge of fluid mechanics and thermodynamics and basic principles of fluid machines for aero-thermal design of turbomachinery used in the aerospace and power industry. Examples covered in the course are: axial and radial compressors of gas turbine engines and fuel-cell systems, rocket engine turbines, steam turbines, radial turbines of automotive turbochargers, centrifugal compressors for aircraft thermal management and heat pumps, micro-turbines for power generation.

Given the inherently interdisciplinary nature of turbomachinery, it is assumed that students enrolling in this course already possess a foundational knowledge of thermodynamics, fluid-mechanics, applied mathematics, propulsion systems, internal flows, acquired in previous courses. Prerequisites for this course therefore include both bachelor- and master-level courses that cover the fundamental (e.g., Thermodynamics, Internal Flows) and applied (e.g., Aero-Engines) aspects of air-breathing engines.

Starting from fundamental concepts in gas dynamics and fluid machinery, the course guides students to a level where they are able to select appropriate turbomachinery for specific applications, carry out the conceptual design of the stages, and ultimately predict flow characteristics within blade passages using both conceptual physical models and advanced simulation tools.","After the course the student will be able to:

Classify and illustrate the main features of a turbomachine

Select the most appropriate turbomachine for a given application

Apply first principles to analyze turbomachinery flow

Identify the most prominent loss sources of a given turbomachine stage

Define the aerodynamic blade design of turbomachinery cascades

Predict the performance of a turbomachine with analytical and numerical methods

Devise solutions for performance improvement of turbomachinery cascades based on physical understanding

Perform the conceptual and detailed fluid-dynamic design of a turbomachine for propulsion systems using analytical and numerical tools",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20996,['MSc Aerospace Engineering (Master)']
Aero Engine Technology,AE4238,"The course presents advanced concepts in aircraft propulsion. This is an flipped course in which the lectures are pre-recorded and the students are supposed to watch the lectures before coming to the classroom. The classroom interaction is mainly to have discussions and for tutorials.

The course is aimed at looking into the details of an aircraft engine, the various components of gas turbine and their interaction. The course is divided into various modules which deal with the various aspects / disciplines that are essential in an aero engine.

The important modules of this course are engine performance, sustainability in aviation, new engine/propulsion concepts, engine inlets, turbo machinery, combustion, engine exhaust systems, gas turbine performance and engine controls.

Throughout the course, practical examples of systems from aircraft engines and gas turbines will be used to demonstrate the various methods and techniques.

The learning goals will be supported by lab visits and guest lectures by experts from aviation industry.","After the course the students will have basic knowledge of the various modules and disciplines that play an important role in aircraft propulsion. The specific study goals of the course are

1. Calculate thermodynamic parameters of Brayton cycle and variations of the cycle.

2. Identify differences in cycle characteristics between Brayton cycle and other thermodynamic cycles.

3. Calculate the design point thermodynamic performance of an aircraft gas turbine

4. Evaluate the effect of engine design parameters on the engine performance

5. Evaluate the effect of engine architecture on its performance

6. Compare the efficacy of different engine architecture for different missions

7. understanding the environmental effects of different aircraft emissions

8. Evaluate various options of making aviation sustainable

9. Understand the basic fluid mechanics involved in turbomachinery

10. Perform the conceptual design of axial compressors and turbines

11. Compute the flow angles and flow properties within a axial and radial turbomachinery components

12. Determine matching conditions for compressors and turbines

13. Evaluate the calorific values for various fuels

14. Understand the basics of combustion and emission formation in Aero engines

15. Understand the working of gas turbine combustor

16. Understand the basic principles of gas turbine controls and evaluate different strategies for control

17. Enhance reporting and presentation skills",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20755,['MSc Aerospace Engineering (Master)']
Advanced Aircraft Design I,AE4240,"In this course, it is demonstrated how the exterior design of high-subsonic transport aircraft can be manipulated in order to meet specified performance objectives and satisfy relevant certification constraints. It is shown what geometric characteristics of the airplane allow for a high operating Mach number while keeping fuel burn at acceptable levels. In particular, it is demonstrated how the exterior of all major airplane components can be shaped such as to adequately handle low-subsonic and transonic flow. It is demonstrated how the aerodynamic design and the operation at low speed and high speed affect the airplane in terms of balance, stability, aeroelastic behavior, weight, controllability, cruise performance, and field performance. Through many historic and contemporary examples, the student learns to relate the functionality of high-subsonic transport airplanes to their external design.","Students are able to:

1. Recognize the aerodynamic phenomena occurring around external shapes at a variety of conditions, such as Mach number, Reynolds number, or angle of attack.

2. Derive how these phenomena can be affected by the detailed external shape and interposition of various airplane components such as wing, fuselage, tail, nacelle, pylon, and fuselage.

3. Show how wing and tail movables can be applied to locally affect the flow at low subsonic and/or high-subsonic conditions.

4. Explain the effect of the aerodynamic characteristics on the airplane's cruise performance, field performance, stability, balance, and controllability.

5. Identify the advantages and disadvantages of various external design features on the airplane's aerodynamic performance and cross-disciplinary characteristics such as aeroelasticity, weight, or practical limitations resulting from the operational use of the aircraft.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20800,['MSc Aerospace Engineering (Master)']
Fundamentals of Aeroacoustics,AE4260A,"Aeroacoustics is one of the most important challenges for engineering students approaching either an industrial or an academic career in propulsion, wind energy and aerodynamics. The aim of the course Fundamentals of Aeroacoustics is to provide the students with a fundamental knowledge to model and predict aerodynamic noise generation and propagation. In particular, students will learn how to:

describe how aerodynamic noise is generated and radiated;

identify the most important sound generation mechanisms in practical situations and select the suitable aeroacoustic model to describe those mechanisms;

setup a numerical simulation to predict the noise generated by elementary unsteady flows.","Describe the different noise sources that can generate aerodynamic sound

Describe the most important aeroacoustic analogies used in aeroacoustic models

Identify potential aerodynamic noise sources in engineering applications (including cars, propellers, and aircrafts)

Assess models to study and predict the aeroacoustics of engineering designs",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20801,['MSc Aerospace Engineering (Master)']
Experimental Applications of Aeroacoustics,AE4260B,"Aeroacoustics is one of the most disciplines for engineering students approaching either an industrial or an academic career in propulsion, wind energy and aerodynamics.

The aim of the course Experimental Aeroacoustics is to provide the students with knowledge on how to measure and design an experiment for the study of noise sources in many industrial applications.

The course is structured in three main areas:

1) Introduction to Aeroacoustics:

This area introduces the basic knowledge about sound, sound pressure levels, sound power level and wave equations.

2) Measurement Techniques for Noise:

In this part of the course the students will cover the basic of signal theory, microphone measurements and beamforming. The most innovative techniques for simultaneous flow visualization and noise computations will be also covered in this phase.

3) Experimental Aeroacoustic Applications

Many engineering systems are dealing today with the problem of noise emission. The students will explore in this module many practical applications, including wind-turbine, propeller/propfan and jet/cavity noise sources.","The course is meant to give the students a basic knowledge of experimental aeroacoustics.

Fundamental knowledge and industrial applications will be covered to help the students who either want to continue with an academic or industrial career.

By the end of this course, you will be able to:

- Describe how sound and noise sources are generated

- Identify the most important sources of noise in industrial applications and give indications on how to accurately measure them

- Predict and eventually propose your own ideas on possible mitigation techniques for noise sources in many engineering applications (including cars, rotors, aircraft)",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20802,['MSc Aerospace Engineering (Master)']
Internal Flows,AE4261,"In this course we address fluid dynamic phenomena of interest in internal flow situations for aerospace propulsion applications. The goal of the course is to develop physical insight into the phenomena that characterize internal flow in fluid machinery. As such we will discuss not just what happens, but why it happens and what are the consequences for propulsion systems. The course covers topic, which are not dealt with in courses or texts about external fluid dynamics. The flows described in Internal Flows are generally rotational, often three-dimensional, unsteady, and sometimes occurring in non-inertial (e.g., rotating) coordinate systems.

The course can be viewed as the development of flow models and ideas to enable allow physical insight into the behavior of three-dimensional and unsteady flows. One of the objectives of the course is to provide an increased ability to interpret computational and experimental results and hence to effectively extract conclusions about the key features of complex internal flows.

This course is inspired by 16.540 Internal Flow from the Department of Aeronautics and Astronautics at MIT. Much of the material is based on the lectures of Profesor E. M. Greitzer, with permission.","By the end of the course, you should be able to:

1. Understand the underlying principles governing internal flow phenomena in fluid machinery by explaining not only ""what"" occurred but also ""why"" ;

2. Interpret temperature, pressure, velocity data to predict the behavior of internal flows.

3. Assess the effect of three-dimensional and unsteady flows on the design of a turbo-machine.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20999,['MSc Aerospace Engineering (Master)']
Combustion for Propulsion and Power Technologies,AE4262,"1. Thermodynamics of combustion

2. Chemical kinetics

3. Transport processes

4. Premixed and diffusion flames

5. Laminar and turbulent reactive flows

6. Combustion experiments and diagnostics

7. Combustion modelling

8. Laboratory Tutorial en Exercise

9. Practical combustion systems for aerospace applications

10. Pollutants and emissions

11. Hydrogen combustion physics and technology","Write chemical equations and perform stoichiometry calculations.

Compute heating values of fuels, enthalpies of formation and adiabatic flame temperature.

Apply principles of thermodynamics to analyse reacting mixtures at chemical equilibrium.

Describe the fundamentals of the physics involved in premixed- and diffusion flames, laminar and turbulent.

Discuss the physics related to turbulent reacting flows and chemistry interaction.

Explain experimental measurement techniques and their role in understanding combustion.

Discuss critical mechanisms for improving the efficiency and reducing the emissions of air-breathing combustion systems.

Provide phenomenological descriptions of pollutant formation of conventional combustion systems.

Elaborate on the potential and challenges related to the use of alternative fuels in combustion systems.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20803,"['MSc Aerospace Engineering (Master)', 'MSc Sustainable Energy Technology (Master)']"
"Modelling, Simulation and Application of Propulsion and Power Systems",AE4263,"Part 1 - 3 ECTS

Part 2 - 2 ECTS

2nd EDUCATION PERIOD

Part 1 (2 ECTS)

Module 1 Introduction, Context, Foundations

Module 2 Conservation equations

Module 3 Modeling paradigms

Module 4 Numerical methods and software

Module 5 Modelica

Module 6 Constitutive equations

Module 7 Components and system modeling

Module 8 Verification and validation

3rd EDUCATION PERIOD

Part 1 - Continuation (1 ECTS)

Module 9 Model-based control

Exam on Part 1

Part 2 (2 ECTS)

Module 10 - Team Project to be chosen among

a) Aero engine with GSP or GTPsim

b) Power or propulsion system with Modelica","After learning the content of the course, the student will be able to:

Given an engineering problem related to propulsion and power systems, use the 9-steps method to create or select the appropriate model and run and interpret simulations in order to obtain a good solution of such problem, and communicate the results.

In particular, this overarching objective can be obtained by developing the following theoretical capabilities:

1. Describe the role and types of models in Propulsion and Power Systems Engineering, and define which different modeling paradigms and numerical methods are most appropriate or needed to develop a system model given its purpose.

2. Formulate a mathematical model for a typical propulsion and power system or component, by first analyzing the functionality of a system by means of a process flow diagram; by defining the energy, mass, and momentum conservation balances for the system of interest, and choosing the most appropriate form of conservation equations; by selecting the constitutive equations required to close the mathematical model (thermophysical models of fluids, chemical reaction eqs, heat transfer correlations, etc.).

3. Choose and configure numerical techniques for the solution of non-linear algebraic and differential-algebraic equation systems, which result from the formulation of a mathematical model.

4. Implement and code a system model of a power and propulsion application by adopting an object-oriented modeling approach (use of modularity, hierarchy, predefined connectors and inter-module variables).

5. Evaluate the reliability and possibly the fidelity of a model in the light of its purpose (model validation)

6. Use system models to solve engineering problems such as system performance assessment, preliminary design of the system and its components, the design of control strategies and the tuning of controller parameters, as well as communicate the results of the engineering analysis both verbally, and by means of a technical report.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20768,"['MSc Aerospace Engineering (Master)', 'MSc Marine Technology (Master)']"
Control and Operations Project,AE4270,"This course code is a placeholder for miscellaneous student assignments within the Control and Operations track. For example, a lecturer would like to have some data processed or have a nice simulation model that can be used for demonstration purposes in the lectures. Through this course code, we now have a way to compensate students for their efforts by considering it as an elective of 4 ECTS. If there are such assignments available, they will be announced.","n/a, depends on the nature of the assignment",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20829,['MSc Aerospace Engineering (Master)']
Automatic Flight Control System Design,AE4301,"Classical control is still predominantly used in aerospace industry for the design and analysis of automatic flight control systems. Various existing control systems such as Stability Augmentation Systems (SAS), Control Augmentation Systems (CAS) and fly-bywire systems are reviewed in detail. The emphasis of the course lies in demonstrating, through application of classical frequency domain and state space techniques, how to design systems that fulfill the requirements imposed by the aviation authorities, with emphasis on understanding the benefits and limitations of such systems.","After this course you should be able to:

understand dynamics of linear time invariant systems and design controllers for such systems that satisfy desired performance metrics.

substantiate the function of a Flight Control System (FCS) in civil aviation.

apply the theory of flight dynamics and control to FCS design for civil aviation.

verify if a given FCS satisfies the handling qualities for civil aviation criteria.

design static and dynamic stability augmentation systems.

design all longitudinal and lateral autopilot modes for civil aviation.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20658,"['MSc Aerospace Engineering (Master)', 'MSc Robotics (Master)', 'MSc Systems and Control (Master)']"
Exercise Automatic Flight Control System Design,AE4301P,"The goal of this exercise is to design a flight control system using classical control theory, using a simulation model in Simulink. The exercise makes you in a practical way familiar with the implementation of inner control loop design, handling qualities satisfying CAP/Gibson/MIL-specifications, and the design of a higher level autopilot mode such as glideslope tracking or terrain following.","To become familiar with classical flight controllers and their design, and to gain insight in handling qualities of open-loop and controlled aircraft.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20659,['MSc Aerospace Engineering (Master)']
Avionics and Operations,AE4302,"This course provides a comprehensive, unified coverage of the principles of modern navigation equipment and systems, both in the aircraft and on the ground, including the aircraft instrumentation and flight-deck systems, with a special emphasis on the important trends in the global air navigation and air traffic management system.

In each lecture (a set of) different aviation systems will be covered and will start at the aircraft systems used for measuring its speed (air data systems), attitude (gyroscopes) and heading (compass). After a brief excursion to the flight deck and instruments used by pilots, aircraft navigation systems will be covered, including the ground-based radio systems, that can help to determine an aircraft's current and predicted positions, as well as guiding an aircraft safely to the runway. After the basics of space-based navigation (i.e., GPS), communication and surveillance (radar) systems will be covered. Finally, an outlook on the future airspace environment will be provided.

Lecture arrangement:

Introduction to avionics systems.

Air Data Systems (self study, no lecture!)

Gyroscopes, attitude reference systems.

Compasses, heading reference systems.

Navigation equations.

Flight deck instruments and integrated systems.

The Flight Management System (FMS) (self study, no lecture!)

Inertial Navigation Systems.

Radio navigation systems (VOR, DME).

Landing guidance systems (ILS, GPS).

Satellite navigation systems (GPS).

Communication, Navigation, Surveillance (CNS).

Air Traffic Management (ATM).

The Future Air Navigation System (FANS) (self study, no lecture!)","1. The student can describe in detail the working principles of the avionics systems treated in the course.

2. The student can demonstrate the avionics systems' functionalities, identify their strong points and weaknesses, and make comparisons between the avionics systems.

3. The student can evaluate, criticize, and appraise their usage in the current and future operational context.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20660,['MSc Aerospace Engineering (Master)']
Stochastic Aerospace Systems,AE4304,"The course AE4304 covers ONLY the first five chapters of the lecture notes, the practical assignment AE4304P covers chapters six to eight. Chapter 9 (Etkin's 4 point model) serves as background reading.

 So, the lecture AE4304 (and its exam) covers:

 1. Introduction (aircraft do respond to atmospheric turbulence, effects on flight control system design).

 2. Scalar stochastic processes (probability theory, joint probability density functions, covariance and correlation functions, stochastic processes, ergodic processes).

3. Spectral analysis of stochastic processes in continuous time (Fourier analysis, power spectral densities, analysis of dynamic linear system responses in frequency domain).

4. Spectral analysis of stochastic processes in discrete time (discrete time Fourier transform, Fast Fourier Transform, spectral estimates-smoothing).

5. Multivariable stochastic processes (covariance function matrix and spectral density matrix, multi-variable system responses in the frequency and in the time domain).

The practical assignment AE4304P (Matlab or Python) covers:

6. Description of atmospheric turbulence (physical mechanisms, stochastic models of atmospheric turbulence, the two fundamental correlation functions, von Karman en Dryden spectra, models in the time domain).

7. Symmetric aircraft response to atmospheric turbulence (symmetrical aerodynamic forces and moments due to turbulence, gust derivatives, equations of motion of aircraft flying in symmetrical atmospheric turbulence).

8. Asymmetric aircraft response to atmospheric turbulence (elementary two-dimensional fields of turbulence, asymmetrical aerodynamic forces and moments, asymmetrical gust derivatives, equations of motion).","Introduction to stochastic processes, spectral analysis, understanding the physics of aircraft responses to atmospheric turbulence, derivation of equations of motion of symmetrical and asymmetrical responses to atmospheric turbulence.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/24253,['MSc Aerospace Engineering (Master)']
Stochastic Aerospace Systems Practical,AE4304P,"Application of MATLAB or Python software to aircraft specific turbulence responses:

Calculation of aircraft time-histories due to both symmetrical and asymmetrical, longitudinal, lateral and vertical turbulence components.

Calculation of analytical transfer functions, frequency response functions, and auto- and cross Power Spectral Density (PSD) functions of state- and output variables (e.g. acceleration levels).

Numerical calculation of frequency response functions, and auto- and cross Power Spectral Density (PSD) functions of state- and output-variables.

Calculation of (co)variance- and correlation-functions of aircraft state-and output-variables.

The effects of Automatic Flight Control Systems on the aircraft's responses to atmospheric turbulence.",Introduction to both time- and frequency-domain identification and simulation techniques using MATLAB or Python. The techniques are applied to example aircraft (amongst others Cessna Citation 500).,Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20661,['MSc Aerospace Engineering (Master)']
Non-linear and Adaptive Flight Control,AE4311,"Safety and survivability of modern civil and military aircraft when airframe and structural failures have occurred in flight have become a key issue in the aerospace industry nowadays. This course introduces nonlinear and adaptive control techniques to enhance reconfigurabilities of aircraft flight control systems. Advanced nonlinear and adaptive control techniques such as Adaptive Nonlinear Dynamic Inversion (ANDI), Incremental Nonlinear Dynamic Inversion (INDI), Adaptive Backstepping (ABS) and Incremental Backstepping are described together with applications to fault tolerant and reconfigurable aircraft flight control system designs. Unconventional yet available control effectors are used through control allocation algorithms to achieve required performance.","Students will be able to acquire the skills in designing fault tolerant and reconfigurable flight control systems using Adaptive Nonlinear Dynamic Inversion (ANDI), Incremental Nonlinear Dynamic Inversion, Adaptive Backstepping (ABS) and Incremental Backstepping control techniques.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20830,"['MSc Aerospace Engineering (Master)', 'MSc Systems and Control (Master)']"
"Helicopter Performance, Stability and Control",AE4314-21,"General lay-out of helicopters, rotorcraft and other vertical take-off and landing (VTOL) configurations, performance calculations during hover, vertical climb and descent and forward flight.

Helicopter blade dynamics.

Introduction to helicopter control characteristics: symmetrical equations of motion handling- and control properties.

Introduction to aeroelasticity of rotorcraft.","1. An example of the synthesis of a large diversity of subject areas, aimed at the analysis of a complicated technical object.

2. Introduction to aerodynamics, flight mechanics and aeroelasticity of helicopters and more general rotorcraft, which enables the student to independently study more advanced literature.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20832,"['MSc Aerospace Engineering (Master)', 'MSc Systems and Control (Master)']"
Aerospace Human-Machine Systems,AE4316,"This course focuses on the various aspects of actual and future flight deck and air traffic control human-machine interfaces. It provides extensive theoretical as well as practical knowledge on the specific characteristics of human behavior, such as human control behavior (i.e., cybernetics), human perception (visual en haptic), human mental processing, cognitive factors, and human-automation interaction in manual and supervisory control tasks.","Overall, the student will have a working knowledge of human operator (pilot) characteristics that are relevant for the design and evaluation of human-machine systems. Specific study goals:

The student:

* Is able to classify different types of human behaviour according to Rasmussen's rule-skill and knowledge taxonomy

* Is able to predict performance and human behaviour in manual control tasks, using McRuer's cross-over theory, and is able to reason on the effect of task variables (motion, haptics, etc.)

* Knows the physiology and characteristics of human sensory systems and actuation processes (visual, vestibular, propioceptive senses and neuromuscular system) as relevant for human behaviour, and is able to predict the implications of these properties for human perception and behaviour, and relate this to design choices for displays and manipulators, and can assess physiological effects of vehicular motion.

* can describe the pitfalls of automation (i.e., ironies of automation) and is familiar with various taxonomies on levels en stages of automation.

* can analyse accident and incident reports, find latent and active errors and classify these with Rasmussen's SRK taxonomy and identify Reason's error shaping factor. The student understands the wider context of human error (Dekker's ""new view"").

* is familiar with workload and situation awareness, and knows which methods are used to measure these properties and can consider their properties and limitations

* understands the nature of human cognition, can distinguish between different views and models of cognition and knows when these are applicable

* can describe the differences and similarities between interface design approaches that aim to support both system and human (control en cognitive) performances

* is familiar with workload theory, knows different metrics for workload, and when these are applicable",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20662,"['MSc Aerospace Engineering (Master)', 'MSc Robotics (Master)']"
Advanced Topics in Aerospace Human-Machine Systems,AE4316P,"This course further explores the various aspects of supervisory control and manual control (cybernetics) and their applications in aerospace as introduced in the AE4316 lecture series. Through a number of lectures in the first weeks, this course provides detailed practical information on the current advanced state-of-the art methods used for measuring, analyzing, and modeling human performance and behavior in supervisory and manual control tasks and how such methods are used in research applications relevant to aerospace.

Furthermore, through extensive practical work performed in small groups (3-5 students), students will gain practical experience with the advanced analysis of human-machine system performance through an experiment they need to plan and perform themselves. In this experiment, which will be performed in one of the simulator setups available at Control & Simulation (i.e., the ATC-Lab, the HMI-Lab or SIMONA), students will collect data for an experiment of their choice, analyze the collected data, and reflect on the conclusions drawn from their experimental measurements.","1. Formulate a good research question and hypotheses for a supervisory or manual control experiment.

2. Demonstrate understanding of the direct link between an experiments independent, dependent and control variables and the data analysis that can be performed on its data.

3. Analyze data from a supervisory or manual control experiment using state-of-the-art data analysis techniques and statistical tests.

4. Compare experimental findings with theoretical constructs and elementary models of human performance or control behavior.

5. Reflect on the scientific conclusions drawn from a set of human subject experiment data and their reliability.

6. Reflect on the consequences of experiment design choices on the scope and validity of human subject experiment results.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20833,['MSc Aerospace Engineering (Master)']
Autonomous Flight of Micro Air Vehicles,AE4317,"This course covers the challenges and existing state-of-the-art methods for enabling autonomous flight of Micro Air Vehicles (MAVs), ranging from 20-gram flapping wings to 1 kg quad rotors. The emphasis is on computationally efficient, bio-inspired approaches to MAV autonomous flight.

The students will apply the theoretical knowledge in the practical assignment, in which student groups program quad rotors to avoid obstacles in TU Delft's Cyberzoo.","(1) Students can explain the differences between MAVs and larger aircraft in terms of control, design, aerodynamics, and electronics.

(2) Students can explain how the differences mentioned above affect the task of achieving autonomous flight with MAVs.

(3) Students can list and explain Artificial Intelligence (AI) and control techniques useful for autonomous flight of Micro Air Vehicles (MAVs).

a) Bio-inspired robotics

b) Vision-based navigation

(4) Students can apply the learned AI and control techniques to, and create new algorithms for an autonomous flight task.

(5) Students can reproduce the current state of regulations for MAV operations. In addition, they can assess and discuss the safety and ethical aspects of MAV operations.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20834,"['MSc Aerospace Engineering (Master)', 'MSc Robotics (Master)', 'MSc Systems and Control (Master)']"
System Identification of Aerospace Vehicles,AE4320,"Accurate aerodynamic models play a crucial role in the design and operation of flight simulators and flight control systems. The creation of accurate aerodynamic models from CFD, wind tunnel, and flight test data has historically been a highly challenging task. This is a direct result of the nonlinear nature of aircraft (aero)dynamics and the fact that not all aircraft states can be measured directly. As a consequence, the aerospace vehicle parameter identification problem constitutes a joint parameter-state estimation problem. It is the aim of this course to provide the student with a complete overview of the system identification cycle as it is currently applied to aerospace systems, and to introduce the student to the current state of the art in the field of aerodynamic model identification.

The course consists of 7 parts covering the entire system identification cycle. In the first part of the course, the process of data acquisition using on-board sensors including accelerometers, gyroscopes, GPS and various air data sensors is discussed. It will be demonstrated that measurements made by real-world sensors are contaminated with noise, and are sometimes biased. Additionally, some aircraft states, like the true angle of attack, cannot be measured directly and must be reconstructed by combining sensor measurements. The second part of the course introduces the concept of state estimation in which prior physical knowledge of the system is used in a Kalman filter (KF) to estimate the true aircraft states from the measured states. Next to the ordinary Kalman filter, the Extended Kalman filter (EKF) and the Iterated extended Kalman filter (IEKF) will be introduced. In the third part of the course various methods for the estimation of model parameters will be discussed. It will be shown how the results from the state estimation are used in combination with a parameter estimator. This part not only focuses on offline batch parameter estimation methods like ordinary least squares (OLS), weighted least squares (WLS), total least squares (TLS), and maximum likelihood (ML) estimators, but also on recursive parameter estimation methods like recursive least squares (RLS) that can be used online. Special attention will be paid on the process of choosing a parameter estimator that is right for the job.

The fourth part of the course introduces an advanced global nonlinear optimization method based on interval analysis. In aerospace system identification, so-called non-convex and nonlinear optimization problems are often encountered. Such problems can be solved with global nonlinear optimization methods like interval analysis. The fifth and sixth part of the course focuses on two advanced model structures that can be used in combination with the earlier introduced parameter estimation methods. In the fifth part of the course the neural network black-box function approximator is introduced. It is shown how neural networks are used to approximate scattered multidimensional data. In the sixth part of the course a new method for aerodynamic model identification based on multivariate simplex B-splines is introduced. This method was recently developed at the Faculty of Aerospace Engineering of the TU-Delft, and has a number of advantages over existing methods. For example, the simplex B-splines have a transparent model structure, are general in any number of dimensions, and can be computed efficiently in real-time.

In the final part of the course, all theory introduced in the first six parts is used in a demonstration that uses real flight data from a real-life system like the Cessna Citation II laboratory aircraft, or a Micro Air Vehicle to identify a multivariate spline based aerodynamic model. The created model is validated using various techniques. Finally, pointers are given towards further research in the field of aerodynamic model validation.","After completing the course, students will have a thorough understanding of the theoretical elements of aircraft system identification. Students will be able to apply these elements to go from real CFD, wind tunnel, and flight test data to an accurate aerodynamic model that can be used in simulator or flight control system applications.",Master,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20835,['MSc Aerospace Engineering (Master)']
